ratio,prc0,prc1,prc2,prc3,prc4,prc5,model
1.0,0.3643643856048584,0.3197692334651947,0.36051473021507263,0.3664604425430298,0.37902379035949707,0.3575935363769531,single
2.0,0.48611634969711304,0.4279578626155853,0.4954518675804138,0.48171788454055786,0.48542726039886475,0.45404767990112305,single
3.0,0.5179991126060486,0.5893419981002808,0.5349267721176147,0.5065864324569702,0.5909823179244995,0.5327792167663574,single
4.0,0.5929551124572754,0.5910255908966064,0.595348596572876,0.6044043898582458,0.598069429397583,0.5896730422973633,single
5.0,0.6437659859657288,0.6929439306259155,0.6660120487213135,0.659612774848938,0.6437659859657288,0.5794961452484131,single
6.0,0.651168704032898,0.7854025363922119,0.6446837782859802,0.6486796140670776,0.675662636756897,0.6798308491706848,single
7.0,0.7060868144035339,0.7126753330230713,0.7305294871330261,0.746425986289978,0.6895943284034729,0.7584782242774963,single
8.0,0.7546992301940918,0.7850351929664612,0.7730363607406616,0.7303550839424133,0.7675312757492065,0.745776891708374,single
9.0,0.7680020332336426,0.7900359630584717,0.7439326643943787,0.7278087735176086,0.7815583348274231,0.7530290484428406,single
10.0,0.7725100517272949,0.7685341835021973,0.7595709562301636,0.7577394843101501,0.7826161980628967,0.7404037117958069,single
11.0,0.8116843700408936,0.7661353349685669,0.7905532121658325,0.7948586940765381,0.8064942359924316,0.795319139957428,single
12.0,0.8159900307655334,0.7900461554527283,0.8014328479766846,0.8132212162017822,0.8248165845870972,0.8241610527038574,single
13.0,0.8162329196929932,0.8306292295455933,0.7927376627922058,0.8235707879066467,0.8014510273933411,0.8142626285552979,single
14.0,0.8471579551696777,0.8296505808830261,0.8382202982902527,0.8554409742355347,0.8321481347084045,0.8155530095100403,single
1.0,0.7286579608917236,0.5795643329620361,0.6227194666862488,0.6312308311462402,0.6548268795013428,0.5818843841552734,dense
2.0,0.7185466885566711,0.7153287529945374,0.6879002451896667,0.7042571306228638,0.6300722360610962,0.5955560207366943,dense
3.0,0.7285811901092529,0.7149919271469116,0.7046008706092834,0.6547291874885559,0.7464648485183716,0.7521638870239258,dense
4.0,0.7154479622840881,0.7889541387557983,0.7612130045890808,0.7092607021331787,0.7865943908691406,0.7645649909973145,dense
5.0,0.806863009929657,0.7937535643577576,0.8269531726837158,0.8205440640449524,0.7532773613929749,0.7185183763504028,dense
6.0,0.7698622345924377,0.866269052028656,0.7357698678970337,0.7706184387207031,0.8155698776245117,0.7544935941696167,dense
7.0,0.778064489364624,0.8168001174926758,0.8642109036445618,0.8508217334747314,0.8127814531326294,0.8697994947433472,dense
8.0,0.8520156145095825,0.8922062516212463,0.8633923530578613,0.8427292108535767,0.8586110472679138,0.882081151008606,dense
9.0,0.8977739214897156,0.8795856833457947,0.855697751045227,0.8245745301246643,0.8589377999305725,0.8372982144355774,dense
10.0,0.880229115486145,0.8500658273696899,0.8589237332344055,0.8339378237724304,0.8567061424255371,0.8816604614257812,dense
11.0,0.9027478098869324,0.8704050779342651,0.8650909066200256,0.8810885548591614,0.8976271748542786,0.8824422955513,dense
12.0,0.9012129902839661,0.8758904933929443,0.9132576584815979,0.8980161547660828,0.9169445633888245,0.9200419187545776,dense
13.0,0.8891310095787048,0.918450117111206,0.8908013701438904,0.8972749710083008,0.8658921122550964,0.8929390907287598,dense
14.0,0.8979625105857849,0.9025545120239258,0.918880820274353,0.9178236722946167,0.9060672521591187,0.8741359710693359,dense
1.0,0.8677116632461548,0.7496552467346191,0.8317200541496277,0.7101563811302185,0.7529042959213257,0.7675537467002869,tree
2.0,0.8440482020378113,0.7463478446006775,0.860018789768219,0.7968505024909973,0.7807474136352539,0.755523145198822,tree
3.0,0.8260206580162048,0.8955495953559875,0.8001664280891418,0.7904736995697021,0.8748794794082642,0.7976622581481934,tree
4.0,0.8781415224075317,0.851518988609314,0.8372195363044739,0.8173043131828308,0.8126122355461121,0.8603588342666626,tree
5.0,0.8376450538635254,0.881263017654419,0.8381394743919373,0.8859370946884155,0.8697694540023804,0.8320441842079163,tree
6.0,0.867925763130188,0.9255982041358948,0.8382611274719238,0.8387213945388794,0.8977099061012268,0.8458552956581116,tree
7.0,0.8771914839744568,0.8879857063293457,0.8954047560691833,0.9007292985916138,0.8874822854995728,0.9204980134963989,tree
8.0,0.9150117635726929,0.9226379990577698,0.8842668533325195,0.9085400104522705,0.8956673741340637,0.8930109739303589,tree
9.0,0.9332266449928284,0.9313125014305115,0.9212245941162109,0.8607200384140015,0.9154112339019775,0.9024391174316406,tree
10.0,0.9328996539115906,0.9194523096084595,0.925247073173523,0.9215302467346191,0.9190775156021118,0.9118252992630005,tree
11.0,0.9259095191955566,0.9370582699775696,0.9165430068969727,0.9189063906669617,0.9267877340316772,0.9173004031181335,tree
12.0,0.9203640818595886,0.9360385537147522,0.9583778381347656,0.9314638376235962,0.9431817531585693,0.9514433145523071,tree
13.0,0.9299371838569641,0.9579675793647766,0.9269626140594482,0.9422810077667236,0.9353044033050537,0.9373521208763123,tree
14.0,0.9567186236381531,0.9417586922645569,0.9581996202468872,0.945656955242157,0.9403622150421143,0.9322723746299744,tree
